0:3	Account: minhvu25091990	 Name: DocXinh	 Level: 81	 IP Address: 116.110.119.64 : 13647
15:58	Account: phamtungdhv5	 Name: ZzThaiSonzZ	 Level: 91	 IP Address: 113.190.139.142 : 41311
15:58	Account: phamtungdhv1	 Name: ZzTungpszZ	 Level: 92	 IP Address: 113.190.139.142 : 57478
15:58	Account: longyen013	 Name: DMÙCñaÙLong	 Level: 92	 IP Address: 14.187.167.3 : 54645
15:59	Account: thaocanh118	 Name: HµngÙChÞÙNh·	 Level: 80	 IP Address: 117.4.153.2 : 49273
15:59	Account: sarin2	 Name: DocXinh14	 Level: 81	 IP Address: 116.110.119.64 : 51231
15:59	Account: longyen013	 Name: DMÙCñaÙLong	 Level: 92	 IP Address: 14.187.167.3 : 54648
16:0	Account: luukt52	 Name: NgoalongTN	 Level: 94	 IP Address: 123.25.218.214 : 48840
16:0	Account: thaocanh119	 Name: HµngÙCñaÙNh·	 Level: 80	 IP Address: 117.4.153.2 : 49279
16:1	Account: minhtrand3	 Name: HáaÙLongÙTµÙNh©n	 Level: 103	 IP Address: 14.174.119.34 : 49674
16:1	Account: longyen015	 Name: TYÙCñaÙLong	 Level: 92	 IP Address: 14.187.167.3 : 54653
16:1	Account: luukt55	 Name: NgoalongCB	 Level: 98	 IP Address: 123.25.218.214 : 48857
16:1	Account: thaocanh120	 Name: ChuaÙDoÙ04	 Level: 80	 IP Address: 117.4.153.2 : 49282
16:2	Account: minhtrand3	 Name: HáaÙLongÙTµÙNh©n	 Level: 103	 IP Address: 14.174.119.34 : 49686
16:2	Account: sarin1990	 Name: DocDep	 Level: 90	 IP Address: 116.110.119.64 : 60285
16:2	Account: minhtrand7	 Name: 3143242	 Level: 81	 IP Address: 14.174.119.34 : 49688
16:2	Account: th116	 Name: ChøaÙ§å	 Level: 80	 IP Address: 117.4.153.2 : 49285
16:2	Account: sarin1990	 Name: DocDepGhe	 Level: 81	 IP Address: 116.110.119.64 : 60157
16:2	Account: sarin2	 Name: DocXinh14	 Level: 81	 IP Address: 116.110.119.64 : 59394
16:3	Account: minhtrand20	 Name: sanboss2	 Level: 81	 IP Address: 14.174.119.34 : 49693
16:4	Account: minhtrand20	 Name: 332131321	 Level: 80	 IP Address: 14.174.119.34 : 49696
16:4	Account: th117	 Name: ChøaÙ§åÙ01	 Level: 80	 IP Address: 117.4.153.2 : 49291
16:5	Account: sarin2	 Name: DocXinh14	 Level: 81	 IP Address: 116.110.119.64 : 51280
16:5	Account: longyen011	 Name: ChuaÙTT	 Level: 80	 IP Address: 14.187.167.3 : 54659
16:6	Account: minhtrand21	 Name: sanboss3	 Level: 80	 IP Address: 14.174.119.34 : 49699
16:7	Account: longyen011	 Name: ooooooo	 Level: 80	 IP Address: 14.187.167.3 : 54663
16:8	Account: th118	 Name: ChøaÙ§åÙ02	 Level: 80	 IP Address: 117.4.153.2 : 49296
16:8	Account: minhtrand21	 Name: sanboss4	 Level: 80	 IP Address: 14.174.119.34 : 49703
16:10	Account: th119	 Name: ChøaÙ§åÙ03	 Level: 80	 IP Address: 117.4.153.2 : 49300
16:11	Account: th115	 Name: S¨nÙBossÙ01	 Level: 81	 IP Address: 117.4.153.2 : 49305
16:15	Account: sarin2	 Name: DocXinh13	 Level: 81	 IP Address: 116.110.119.64 : 60497
16:19	Account: mapdl4	 Name: §åÙThÇnÙS¸tÙQuû	 Level: 117	 IP Address: 14.237.150.66 : 52031
16:21	Account: dm0001	 Name: dm0001	 Level: 84	 IP Address: 14.237.150.66 : 52262
16:24	Account: sarin1990	 Name: DocDepGhe	 Level: 81	 IP Address: 116.110.119.64 : 51542
16:24	Account: sarin2	 Name: DocXinh14	 Level: 81	 IP Address: 116.110.119.64 : 51546
16:24	Account: sarin2	 Name: DocXinh13	 Level: 81	 IP Address: 116.110.119.64 : 51548
16:24	Account: sarin3	 Name: DocXinh16	 Level: 81	 IP Address: 116.110.119.64 : 51551
16:24	Account: sarin3	 Name: DocXinh15	 Level: 81	 IP Address: 116.110.119.64 : 60904
16:25	Account: sarin3	 Name: DocXinh17	 Level: 81	 IP Address: 116.110.119.64 : 60905
16:25	Account: sarin2	 Name: DocXinh12	 Level: 82	 IP Address: 116.110.119.64 : 60953
16:26	Account: lexuantho4	 Name: TiaoTiao	 Level: 80	 IP Address: 42.119.29.139 : 49639
16:29	Account: sarin2	 Name: DocXinh14	 Level: 81	 IP Address: 116.110.119.64 : 51599
16:30	Account: sarin1990	 Name: DocDepGhe	 Level: 81	 IP Address: 116.110.119.64 : 60874
16:30	Account: sarin2	 Name: DocXinh13	 Level: 81	 IP Address: 116.110.119.64 : 51607
16:31	Account: lexuantho1	 Name: XiAoXiAo	 Level: 81	 IP Address: 42.119.29.139 : 49667
16:32	Account: minhtrand7	 Name: 3143242	 Level: 81	 IP Address: 14.174.119.34 : 49734
16:32	Account: minhtrand7	 Name: buffbuff	 Level: 80	 IP Address: 14.174.119.34 : 49736
16:32	Account: minhtrand7	 Name: ancuopday	 Level: 80	 IP Address: 14.174.119.34 : 49738
16:32	Account: sarin3	 Name: DocXinh17	 Level: 81	 IP Address: 116.110.119.64 : 51628
16:32	Account: minhtrand8	 Name: 8657575	 Level: 80	 IP Address: 14.174.119.34 : 49740
16:32	Account: longyen011	 Name: MrÙLong	 Level: 94	 IP Address: 14.187.167.3 : 54695
16:32	Account: luukt56	 Name: NgoalongND	 Level: 96	 IP Address: 123.25.218.214 : 49368
16:32	Account: minhtrand8	 Name: 313131	 Level: 80	 IP Address: 14.174.119.34 : 49742
16:32	Account: minhtrand8	 Name: cuopcuop	 Level: 80	 IP Address: 14.174.119.34 : 49744
16:32	Account: minhtrand9	 Name: 3213131	 Level: 80	 IP Address: 14.174.119.34 : 49746
16:32	Account: minhtrand9	 Name: talaancuop	 Level: 80	 IP Address: 14.174.119.34 : 49749
16:32	Account: longyen011	 Name: MrÙLong	 Level: 94	 IP Address: 14.187.167.3 : 54697
16:33	Account: minhtrand9	 Name: 098080	 Level: 80	 IP Address: 14.174.119.34 : 49751
16:33	Account: minhtrand9	 Name: talaancuop	 Level: 80	 IP Address: 14.174.119.34 : 49753
16:33	Account: minhtrand10	 Name: trumaancuop	 Level: 80	 IP Address: 14.174.119.34 : 49755
16:33	Account: minhtrand10	 Name: sanboss6	 Level: 80	 IP Address: 14.174.119.34 : 49757
16:33	Account: minhtrand10	 Name: 32131311	 Level: 80	 IP Address: 14.174.119.34 : 49759
16:33	Account: minhtrand11	 Name: 313133	 Level: 80	 IP Address: 14.174.119.34 : 49761
16:33	Account: minhtrand11	 Name: 443243242	 Level: 80	 IP Address: 14.174.119.34 : 49763
16:33	Account: minhtrand11	 Name: 23123213	 Level: 80	 IP Address: 14.174.119.34 : 49765
16:34	Account: minhtrand12	 Name: 65456464	 Level: 80	 IP Address: 14.174.119.34 : 49767
16:34	Account: minhtrand12	 Name: 322312	 Level: 80	 IP Address: 14.174.119.34 : 49769
16:34	Account: minhtrand12	 Name: 3213131111	 Level: 80	 IP Address: 14.174.119.34 : 49773
16:34	Account: minhtrand13	 Name: 32131111122	 Level: 80	 IP Address: 14.174.119.34 : 49775
16:34	Account: minhtrand13	 Name: 3242400	 Level: 80	 IP Address: 14.174.119.34 : 49777
16:34	Account: minhtrand13	 Name: 31231310	 Level: 80	 IP Address: 14.174.119.34 : 49779
16:34	Account: minhtrand14	 Name: 32131312	 Level: 80	 IP Address: 14.174.119.34 : 49781
16:34	Account: minhtrand14	 Name: 213131	 Level: 80	 IP Address: 14.174.119.34 : 49783
16:34	Account: minhtrand14	 Name: 3113120	 Level: 80	 IP Address: 14.174.119.34 : 49785
16:34	Account: luukt52	 Name: NgoalongTN	 Level: 94	 IP Address: 123.25.218.214 : 49409
16:35	Account: minhtrand15	 Name: 321321	 Level: 80	 IP Address: 14.174.119.34 : 49787
16:35	Account: minhtrand15	 Name: 3132131	 Level: 80	 IP Address: 14.174.119.34 : 49789
16:35	Account: minhtrand15	 Name: 311323444	 Level: 80	 IP Address: 14.174.119.34 : 49791
16:35	Account: minhtrand16	 Name: 313123	 Level: 80	 IP Address: 14.174.119.34 : 49794
16:35	Account: minhtrand16	 Name: 32131321	 Level: 80	 IP Address: 14.174.119.34 : 49796
16:36	Account: minhtrand21	 Name: sanboss3	 Level: 80	 IP Address: 14.174.119.34 : 49800
16:36	Account: minhtrand21	 Name: sanboss4	 Level: 80	 IP Address: 14.174.119.34 : 49804
16:38	Account: phamtungdhv4	 Name: ZzJindozZ	 Level: 90	 IP Address: 113.190.139.142 : 57710
16:39	Account: minhtrand21	 Name: sanboss7	 Level: 80	 IP Address: 14.174.119.34 : 49808
16:39	Account: minhtrand22	 Name: sanboss12	 Level: 80	 IP Address: 14.174.119.34 : 49810
16:39	Account: minhtrand22	 Name: sanboss5	 Level: 80	 IP Address: 14.174.119.34 : 49812
16:40	Account: minhtrand23	 Name: sanboss8	 Level: 80	 IP Address: 14.174.119.34 : 49814
16:41	Account: thangvl5	 Name: 5TLSuco	 Level: 105	 IP Address: 118.70.81.103 : 4872
16:42	Account: sarin3	 Name: DocXinh16	 Level: 81	 IP Address: 116.110.119.64 : 51724
16:42	Account: minhtrand23	 Name: sanboss06	 Level: 80	 IP Address: 14.174.119.34 : 49818
16:44	Account: minhtrand1	 Name: GiÕtÙS­Ù§ètÙChïa	 Level: 101	 IP Address: 14.174.119.34 : 49821
16:44	Account: minhtrand2	 Name: TiÓuÙLinh	 Level: 100	 IP Address: 14.174.119.34 : 49823
16:45	Account: minhtrand4	 Name: SÊmÙSÐtÙT©yÙB¾c	 Level: 101	 IP Address: 14.174.119.34 : 49830
16:46	Account: minhtrand1	 Name: GiÕtÙS­Ù§ètÙChïa	 Level: 101	 IP Address: 14.174.119.34 : 49832
16:50	Account: minhtrand23	 Name: sanboss8	 Level: 80	 IP Address: 14.174.119.34 : 49895
16:50	Account: dm0009	 Name: zbcÙxyz	 Level: 80	 IP Address: 14.237.150.66 : 54925
16:54	Account: minhtrand24	 Name: sanboss9	 Level: 80	 IP Address: 14.174.119.34 : 49909
16:54	Account: minhtrand25	 Name: sanboss10	 Level: 80	 IP Address: 14.174.119.34 : 49911
16:55	Account: minhtrand26	 Name: sanboss11	 Level: 80	 IP Address: 14.174.119.34 : 49915
16:55	Account: ovichat1t	 Name: McÙDiÖpÙChy	 Level: 83	 IP Address: 113.182.212.138 : 49184
16:56	Account: minhtrand27	 Name: sanboss13	 Level: 80	 IP Address: 14.174.119.34 : 49918
16:57	Account: sarin3	 Name: DocXinh15	 Level: 81	 IP Address: 116.110.119.64 : 51850
16:58	Account: minhtrand20	 Name: sanboss2	 Level: 81	 IP Address: 42.119.136.199 : 49995
16:59	Account: thangvl7	 Name: 7NgaMiBuffBuff	 Level: 97	 IP Address: 118.70.81.103 : 4914
17:3	Account: thangvl5	 Name: 5TLSuco	 Level: 105	 IP Address: 118.70.81.103 : 4923
17:3	Account: vubluish1	 Name: vipngamy	 Level: 87	 IP Address: 42.115.137.159 : 9019
17:6	Account: vubluish	 Name: truongchannhan	 Level: 92	 IP Address: 42.115.137.159 : 37090
17:6	Account: vubluish2	 Name: hoalongcaka	 Level: 87	 IP Address: 42.115.137.159 : 31592
17:8	Account: vubluish1	 Name: vipngamy	 Level: 87	 IP Address: 42.115.137.159 : 10276
17:8	Account: luukt56	 Name: NgoalongND	 Level: 96	 IP Address: 123.25.218.214 : 49936
17:9	Account: luukt56	 Name: NgoalongND	 Level: 96	 IP Address: 123.25.218.214 : 49959
17:10	Account: sarin3	 Name: DocXinh17	 Level: 81	 IP Address: 116.110.119.64 : 62086
17:10	Account: vubluish2	 Name: hoalongcaka	 Level: 87	 IP Address: 42.115.137.159 : 48144
17:10	Account: vubluish	 Name: truongchannhan	 Level: 92	 IP Address: 42.115.137.159 : 47296
17:10	Account: vubluish1	 Name: vipngamy	 Level: 87	 IP Address: 42.115.137.159 : 31633
17:11	Account: luukt52	 Name: NgoalongTN	 Level: 94	 IP Address: 123.25.218.214 : 49985
17:13	Account: vubluish1	 Name: vipngamy	 Level: 87	 IP Address: 42.115.137.159 : 16841
17:13	Account: vubluish	 Name: truongchannhan	 Level: 92	 IP Address: 42.115.137.159 : 21018
17:13	Account: vubluish2	 Name: hoalongcaka	 Level: 87	 IP Address: 42.115.137.159 : 60378
17:13	Account: longyen011	 Name: ChuaÙTT	 Level: 80	 IP Address: 14.187.167.3 : 54746
17:16	Account: vubluish	 Name: truongchannhan	 Level: 92	 IP Address: 42.115.137.159 : 35786
17:16	Account: vubluish2	 Name: hoalongcaka	 Level: 87	 IP Address: 42.115.137.159 : 63739
17:17	Account: luukt56	 Name: NgoalongND	 Level: 96	 IP Address: 123.25.218.214 : 50098
17:17	Account: longyen011	 Name: ooooooo	 Level: 80	 IP Address: 14.187.167.3 : 54752
17:18	Account: vubluish2	 Name: hoalongcaka	 Level: 87	 IP Address: 42.115.137.159 : 48176
17:18	Account: vubluish	 Name: truongchannhan	 Level: 92	 IP Address: 42.115.137.159 : 39853
17:19	Account: vubluish1	 Name: vipngamy	 Level: 87	 IP Address: 42.115.137.159 : 64516
17:22	Account: minhtrand7	 Name: 3143242	 Level: 81	 IP Address: 42.119.136.199 : 49773
17:22	Account: sarin4	 Name: DocXinh20	 Level: 81	 IP Address: 116.110.119.64 : 62778
17:33	Account: sarin1990	 Name: DocDep	 Level: 90	 IP Address: 116.110.119.64 : 62999
17:33	Account: sarin1990	 Name: DocDepGhe	 Level: 81	 IP Address: 116.110.119.64 : 52167
17:34	Account: nonhandophoi	 Name: DoPhoi1	 Level: 80	 IP Address: 183.80.160.143 : 50337
17:35	Account: sarin4	 Name: DocXinh18	 Level: 81	 IP Address: 116.110.119.64 : 52182
17:36	Account: minhtrand7	 Name: 3143242	 Level: 81	 IP Address: 14.174.119.34 : 50196
17:36	Account: sarin3	 Name: DocXinh17	 Level: 81	 IP Address: 116.110.119.64 : 63383
17:36	Account: minhtrand7	 Name: buffbuff	 Level: 80	 IP Address: 14.174.119.34 : 50198
17:36	Account: minhtrand7	 Name: ancuopday	 Level: 80	 IP Address: 14.174.119.34 : 50200
17:36	Account: minhtrand8	 Name: 8657575	 Level: 80	 IP Address: 14.174.119.34 : 50203
17:36	Account: sarin4	 Name: DocXinh20	 Level: 81	 IP Address: 116.110.119.64 : 52195
17:36	Account: minhtrand8	 Name: 313131	 Level: 80	 IP Address: 14.174.119.34 : 50205
17:36	Account: minhtrand8	 Name: 313131	 Level: 80	 IP Address: 14.174.119.34 : 50207
17:36	Account: minhtrand9	 Name: 3213131	 Level: 80	 IP Address: 14.174.119.34 : 50209
17:36	Account: minhtrand9	 Name: talaancuop	 Level: 80	 IP Address: 14.174.119.34 : 50211
17:37	Account: minhtrand9	 Name: 098080	 Level: 80	 IP Address: 14.174.119.34 : 50213
17:37	Account: minhtrand9	 Name: talaancuop	 Level: 80	 IP Address: 14.174.119.34 : 50215
17:37	Account: minhtrand10	 Name: trumaancuop	 Level: 80	 IP Address: 14.174.119.34 : 50217
17:37	Account: minhtrand10	 Name: sanboss6	 Level: 80	 IP Address: 14.174.119.34 : 50219
17:37	Account: minhtrand10	 Name: 32131311	 Level: 80	 IP Address: 14.174.119.34 : 50221
17:37	Account: minhtrand11	 Name: 313133	 Level: 80	 IP Address: 14.174.119.34 : 50223
17:38	Account: minhtrand11	 Name: 443243242	 Level: 80	 IP Address: 14.174.119.34 : 50225
17:38	Account: thoakhungzz1	 Name: XeTiÒn1	 Level: 86	 IP Address: 171.231.196.243 : 50501
17:38	Account: minhtrand11	 Name: 23123213	 Level: 80	 IP Address: 14.174.119.34 : 50227
17:38	Account: minhtrand11	 Name: 443243242	 Level: 80	 IP Address: 14.174.119.34 : 50229
17:38	Account: thoakhungzz1	 Name: NgäcKúL©n	 Level: 94	 IP Address: 171.231.196.243 : 50503
17:38	Account: thoakhungzz1	 Name: FZ1100	 Level: 80	 IP Address: 171.231.196.243 : 50506
17:38	Account: thoakhungzz2	 Name: FZ1313	 Level: 80	 IP Address: 171.231.196.243 : 50508
17:38	Account: thoakhungzz2	 Name: XeTiÒn2	 Level: 86	 IP Address: 171.231.196.243 : 50510
17:38	Account: thoakhungzz2	 Name: NM®Çubß	 Level: 89	 IP Address: 171.231.196.243 : 50512
17:38	Account: minhtrand16	 Name: 313123	 Level: 80	 IP Address: 14.174.119.34 : 50231
17:38	Account: thoakhungzz3	 Name: Ho¶KúL©n	 Level: 96	 IP Address: 171.231.196.243 : 50515
17:39	Account: thoakhungzz3	 Name: XeTiÒn3	 Level: 86	 IP Address: 171.231.196.243 : 50518
17:39	Account: minhtrand16	 Name: 32131321	 Level: 80	 IP Address: 14.174.119.34 : 50233
17:39	Account: thoakhungzz3	 Name: FZ1413	 Level: 80	 IP Address: 171.231.196.243 : 50521
17:39	Account: minhtrand15	 Name: 321321	 Level: 80	 IP Address: 14.174.119.34 : 50235
17:39	Account: thoakhungzz4	 Name: XeTiÒn4	 Level: 85	 IP Address: 171.231.196.243 : 50525
17:39	Account: minhtrand15	 Name: 3132131	 Level: 80	 IP Address: 14.174.119.34 : 50237
17:39	Account: thoakhungzz4	 Name: H¾cKúL©n	 Level: 93	 IP Address: 171.231.196.243 : 50528
17:39	Account: thoakhungzz4	 Name: FZ1243	 Level: 80	 IP Address: 171.231.196.243 : 50530
17:39	Account: minhtrand15	 Name: 311323444	 Level: 80	 IP Address: 14.174.119.34 : 50239
17:39	Account: thoakhungzz5	 Name: XeTiÒn5	 Level: 86	 IP Address: 171.231.196.243 : 50533
17:39	Account: longyen011	 Name: ChuaÙTT	 Level: 80	 IP Address: 14.187.167.3 : 54782
17:39	Account: thoakhungzz5	 Name: FangLßiCøt	 Level: 91	 IP Address: 171.231.196.243 : 50535
17:39	Account: nonhandm	 Name: VuaÙ§ÆtÙBoom	 Level: 88	 IP Address: 183.80.160.143 : 50346
17:39	Account: thoakhungzz5	 Name: FZ2100	 Level: 80	 IP Address: 171.231.196.243 : 50537
17:39	Account: minhtrand15	 Name: 3132131	 Level: 80	 IP Address: 14.174.119.34 : 50241
17:40	Account: thoakhungz3	 Name: HoaÙR¬iÙCængÙChî	 Level: 98	 IP Address: 171.231.196.243 : 50544
17:40	Account: minhtrand15	 Name: 321321	 Level: 80	 IP Address: 14.174.119.34 : 50243
17:40	Account: thoakhungz3	 Name: BFZ1200	 Level: 80	 IP Address: 171.231.196.243 : 50547
17:40	Account: thoakhungz3	 Name: FF0219	 Level: 80	 IP Address: 171.231.196.243 : 50551
17:40	Account: sarin4	 Name: DocXinh18	 Level: 81	 IP Address: 116.110.119.64 : 52228
17:40	Account: thoakhungzz1	 Name: XeTiÒn1	 Level: 86	 IP Address: 171.231.196.243 : 50585
17:41	Account: thoakhungzz1	 Name: NgäcKúL©n	 Level: 94	 IP Address: 171.231.196.243 : 50589
17:41	Account: thoakhungzz1	 Name: FZ1100	 Level: 80	 IP Address: 171.231.196.243 : 50593
17:41	Account: thoakhungzz2	 Name: FZ1313	 Level: 80	 IP Address: 171.231.196.243 : 50599
17:41	Account: thoakhungzz2	 Name: XeTiÒn2	 Level: 86	 IP Address: 171.231.196.243 : 50603
17:41	Account: thoakhungzz2	 Name: NM®Çubß	 Level: 89	 IP Address: 171.231.196.243 : 50608
17:41	Account: thoakhungzz3	 Name: Ho¶KúL©n	 Level: 96	 IP Address: 171.231.196.243 : 50613
17:41	Account: thoakhungzz3	 Name: XeTiÒn3	 Level: 86	 IP Address: 171.231.196.243 : 50618
17:42	Account: thoakhungzz3	 Name: FZ1413	 Level: 80	 IP Address: 171.231.196.243 : 50624
17:42	Account: thoakhungzz4	 Name: XeTiÒn4	 Level: 85	 IP Address: 171.231.196.243 : 50628
17:42	Account: huynhtrongtri11	 Name: §écS¸tNéiC«ng	 Level: 113	 IP Address: 42.119.136.199 : 49943
17:42	Account: thoakhungzz4	 Name: H¾cKúL©n	 Level: 93	 IP Address: 171.231.196.243 : 50630
17:42	Account: thoakhungzz4	 Name: FZ1243	 Level: 80	 IP Address: 171.231.196.243 : 50635
17:43	Account: thoakhungzz5	 Name: XeTiÒn5	 Level: 86	 IP Address: 171.231.196.243 : 50641
17:43	Account: thoakhungzz5	 Name: FangLßiCøt	 Level: 91	 IP Address: 171.231.196.243 : 50644
17:43	Account: thoakhungzz5	 Name: FZ2100	 Level: 80	 IP Address: 171.231.196.243 : 50648
17:43	Account: thoakhungz6	 Name: CùcÙKúÙBèÙL¸o	 Level: 102	 IP Address: 171.231.196.243 : 50654
17:51	Account: nonhantn2	 Name: ThiªnÙNhÉnÙ02	 Level: 87	 IP Address: 113.165.166.236 : 50708
17:54	Account: sarin4	 Name: DocXinh19	 Level: 81	 IP Address: 116.110.119.64 : 52342
17:56	Account: admintest	 Name: acweca	 Level: 1	 IP Address: 42.119.136.199 : 49782
17:56	Account: longyen011	 Name: MrÙLong	 Level: 94	 IP Address: 14.187.167.3 : 54803
17:59	Account: bando	 Name: HDÙMÑThiªnH¹	 Level: 114	 IP Address: 118.71.192.89 : 56082
17:59	Account: admintest	 Name: acweca	 Level: 80	 IP Address: 42.119.136.199 : 49797
18:1	Account: hieuham1996	 Name: TriÖuÙTöÙLong	 Level: 110	 IP Address: 118.71.192.89 : 63298
18:2	Account: banhang1	 Name: 0988207491t	 Level: 80	 IP Address: 118.71.192.89 : 58690
18:2	Account: banhang1	 Name: 1234566789	 Level: 84	 IP Address: 118.71.192.89 : 61866
18:4	Account: longyen011	 Name: ooooooo	 Level: 80	 IP Address: 14.187.167.3 : 54813
18:4	Account: admintest	 Name: acweca	 Level: 80	 IP Address: 42.119.136.199 : 49807
18:6	Account: tuanlovekun7	 Name: asdasdasd1233	 Level: 80	 IP Address: 171.241.118.130 : 50370
18:7	Account: phamtungdhv1	 Name: ZzTungpszZ	 Level: 92	 IP Address: 113.190.139.142 : 46827
18:8	Account: sarin4	 Name: DocXinh18	 Level: 81	 IP Address: 116.110.119.64 : 52460
18:8	Account: sarin4	 Name: DocXinh20	 Level: 81	 IP Address: 116.110.119.64 : 52464
18:8	Account: longyen012	 Name: NMÙCñaÙLong	 Level: 92	 IP Address: 14.187.167.3 : 54823
18:8	Account: phamtungdhv1	 Name: ZzTungpszZ	 Level: 92	 IP Address: 113.190.139.142 : 58174
18:11	Account: sarin4	 Name: DocXinh19	 Level: 81	 IP Address: 116.110.119.64 : 52497
18:11	Account: sarin3	 Name: DocXinh17	 Level: 81	 IP Address: 116.110.119.64 : 52500
18:11	Account: nonhandophoi	 Name: DayChuyenNgocBoi	 Level: 80	 IP Address: 183.80.160.143 : 50466
18:12	Account: phamtungdhv4	 Name: ZzJindozZ	 Level: 90	 IP Address: 113.190.139.142 : 58192
18:13	Account: longyen011	 Name: ChuaÙTT	 Level: 80	 IP Address: 14.187.167.3 : 54831
18:14	Account: bando	 Name: HDÙMÑThiªnH¹	 Level: 114	 IP Address: 118.71.192.89 : 12220
18:14	Account: phamtungdhv4	 Name: ZzJindozZ	 Level: 90	 IP Address: 113.190.139.142 : 46871
18:16	Account: nonhanty	 Name: TÇnÙH¹oÙMiªn	 Level: 85	 IP Address: 183.80.160.143 : 50473
18:23	Account: tungthao1	 Name: zzzzzzzzzz	 Level: 1	 IP Address: 42.113.159.253 : 11025
18:23	Account: ctcshxt1	 Name: hangve	 Level: 80	 IP Address: 118.71.192.89 : 12252
18:24	Account: tungthao1	 Name: zzzzzzzzzz	 Level: 80	 IP Address: 42.113.159.253 : 23188
18:25	Account: ctcshxt1	 Name: hangve	 Level: 80	 IP Address: 118.71.192.89 : 51111
18:26	Account: longyen011	 Name: MrÙLong	 Level: 94	 IP Address: 14.187.167.3 : 54846
18:26	Account: longyen013	 Name: DMÙCñaÙLong	 Level: 92	 IP Address: 14.187.167.3 : 54848
18:27	Account: longyen015	 Name: TYÙCñaÙLong	 Level: 92	 IP Address: 14.187.167.3 : 54851
18:27	Account: ctcshxt1	 Name: hangve	 Level: 80	 IP Address: 118.71.192.89 : 56588
18:28	Account: vunguyen1989	 Name: khongbietten	 Level: 94	 IP Address: 27.75.46.206 : 49443
18:28	Account: longyen011	 Name: ChuaÙTT	 Level: 80	 IP Address: 14.187.167.3 : 54854
18:30	Account: vunguyen1989	 Name: khongbietten	 Level: 94	 IP Address: 27.75.46.206 : 49452
18:30	Account: bando	 Name: HDÙMÑThiªnH¹	 Level: 114	 IP Address: 118.71.192.89 : 38956
18:31	Account: vunguyen1989	 Name: khongbietten	 Level: 94	 IP Address: 27.75.46.206 : 49463
18:31	Account: nonhanty	 Name: TÇnÙH¹oÙMiªn	 Level: 85	 IP Address: 183.80.160.143 : 50497
18:31	Account: hieuham1996	 Name: TriÖuÙTöÙLong	 Level: 110	 IP Address: 118.71.192.89 : 47027
18:34	Account: vunguyen1988	 Name: 111111111	 Level: 93	 IP Address: 27.75.46.206 : 49467
18:35	Account: sarin4	 Name: DocXinh19	 Level: 81	 IP Address: 116.110.119.64 : 52982
18:36	Account: sarin3	 Name: DocXinh17	 Level: 81	 IP Address: 116.110.119.64 : 63577
18:37	Account: longyen012	 Name: NMÙCñaÙLong	 Level: 92	 IP Address: 14.187.167.3 : 54865
18:37	Account: anhdaden	 Name: dsadqdw	 Level: 1	 IP Address: 1.55.228.97 : 1421
18:38	Account: minhtrand7	 Name: 3143242	 Level: 81	 IP Address: 118.69.181.107 : 49272
18:40	Account: minhtrand27	 Name: sanboss13	 Level: 80	 IP Address: 118.69.181.107 : 49285
18:40	Account: anhdaden	 Name: dsadqdw	 Level: 80	 IP Address: 1.55.228.97 : 1449
18:40	Account: minhtrand21	 Name: sanboss3	 Level: 80	 IP Address: 118.69.181.107 : 49289
18:40	Account: minhtrand21	 Name: sanboss4	 Level: 80	 IP Address: 118.69.181.107 : 49291
18:41	Account: duycanh	 Name: ThÝchÙPK	 Level: 1	 IP Address: 125.214.58.50 : 47885
18:42	Account: minhtrand27	 Name: sanboss13	 Level: 80	 IP Address: 118.69.181.107 : 49297
18:42	Account: minhtrand23	 Name: sanboss8	 Level: 80	 IP Address: 118.69.181.107 : 49300
18:42	Account: lexuantho3	 Name: Sipachao	 Level: 80	 IP Address: 42.119.29.139 : 51115
18:42	Account: vunguyen1983	 Name: Thiennhan	 Level: 85	 IP Address: 27.75.46.206 : 49729
18:43	Account: lexuantho3	 Name: Sipachao	 Level: 80	 IP Address: 42.119.29.139 : 51117
18:44	Account: lexuantho3	 Name: Sipachao	 Level: 80	 IP Address: 42.119.29.139 : 51121
18:44	Account: minhtrand7	 Name: buffbuff	 Level: 80	 IP Address: 118.69.181.107 : 49304
18:44	Account: minhtrand7	 Name: ancuopday	 Level: 80	 IP Address: 118.69.181.107 : 49306
18:44	Account: minhtrand8	 Name: 8657575	 Level: 80	 IP Address: 118.69.181.107 : 49308
18:44	Account: minhtrand8	 Name: 313131	 Level: 80	 IP Address: 118.69.181.107 : 49311
18:44	Account: minhtrand8	 Name: cuopcuop	 Level: 80	 IP Address: 118.69.181.107 : 49313
18:44	Account: minhtrand9	 Name: 3213131	 Level: 80	 IP Address: 118.69.181.107 : 49316
18:45	Account: lexuantho3	 Name: Sipachao	 Level: 80	 IP Address: 42.119.29.139 : 51131
18:47	Account: vunguyen1984	 Name: BinBin	 Level: 85	 IP Address: 27.75.46.206 : 49731
18:48	Account: nonhanty	 Name: TÇnÙH¹oÙMiªn	 Level: 85	 IP Address: 183.80.160.143 : 50517
18:48	Account: tungthao1	 Name: zzzzzzzzzz	 Level: 80	 IP Address: 42.113.159.253 : 61900
18:49	Account: bando	 Name: HDÙMÑThiªnH¹	 Level: 114	 IP Address: 118.71.192.89 : 11755
18:49	Account: nonhanty	 Name: TÇnÙH¹oÙMiªn	 Level: 85	 IP Address: 183.80.160.143 : 50525
