Ãỷ³ặ	ItemGenre	DetailType	ParticularType	ả¯ằưẻÄẳỵÃỷ	ảễểƯẻùẳỵậữềý	¿ớảẩ	áòảẩ	ậàÃữẻÄìệ	ẻồééấụéễ	ẳÛáủ	àẩẳả	ấầãủàỵãÅ	ằự´Ăấụéễ1ÀàéÍ	ằự´Ăấụéễ1ìợéĂệà	ằự´Ăấụéễ1ìợ´úệà	ằự´Ăấụéễ2ÀàéÍ	ằự´Ăấụéễ2ìợéĂệà	ằự´Ăấụéễ2ìợ´úệà	ằự´Ăấụéễ3ÀàéÍ	ằự´Ăấụéễ3ìợéĂệà	ằự´Ăấụéễ3ìợ´úệà	ằự´Ăấụéễ4ÀàéÍ	ằự´Ăấụéễ4ìợéĂệà	ằự´Ăấụéễ4ìợ´úệà	ằự´Ăấụéễ5ÀàéÍ	ằự´Ăấụéễ5ìợéĂệà	ằự´Ăấụéễ5ìợ´úệà	ằự´Ăấụéễ6ÀàéÍ	ằự´Ăấụéễ6ìợéĂệà	ằự´Ăấụéễ6ìợ´úệà	ằự´Ăấụéễ7ÀàéÍ	ằự´Ăấụéễ7ìợéĂệà	ằự´Ăấụéễ7ìợ´úệà	éốầúấụéễ1ÀàéÍ	éốầúấụéễ1ấýệà	éốầúấụéễ2ÀàéÍ	éốầúấụéễ2ấýệà	éốầúấụéễ3ÀàéÍ	éốầúấụéễ3ấýệà	éốầúấụéễ4ÀàéÍ	éốầúấụéễ4ấýệà	éốầúấụéễ5ÀàéÍ	éốầúấụéễ5ấýệà	éốầúấụéễ6ÀàéÍ	éốầúấụéễ6ấýệà	ÄĐãăấụéễậữềý1	ÄĐãăấụéễậữềý2	ÄĐãăấụéễậữềý3	ÄĐãăấụéễậữềý4	ÄĐãăấụéễậữềý5	ÄĐãăấụéễậữềý6	ậựễÚèìì°	Àâếạèìì°	Àâếạèìì°éũºÅ	Àâếạèìì°ềỵ²ỉấụéễ1	Àâếạèìì°ềỵ²ỉấụéễ2	¿ẫẩÛÁảấụéễấýÁ¿	¿ẫẩÛÁảẻặáệặãệấ			
Xích Lân Giáng Ma Phật Châu	0	4	1	\spr\item\equip\nick\obj-neck24.spr	36	2	1	Bộ trang bị Thiếu Lâm côn pháp cấp Xích Lân(1)	4	99999	10	0																						36	120	39	0									1877	1856	1896	2099	1919	2216	245	186	1	1627	1278	2	8			
Xích Lân Giáng Ma Tăng Mạo	0	7	0	\spr\item\equip\cap\obj-ma-cap22.spr	28	2	2	Bộ trang bị Thiếu Lâm côn pháp cấp Xích Lân(2)	0	99999	10	0	30	360	360	31	85	85																36	120	39	0									1878	1776	1897	1939	2256	2216	245	186	2	1430	1278	2	8			
Xích Lân Giáng Ma Thượng Giới	0	3	0	\spr\item\equip\ring\obj-ring21.spr	37	1	1	Bộ trang bị Thiếu Lâm côn pháp cấp Xích Lân(3)	2	99999	10	0																						36	120	39	0									1877	1816	1896	2119	2256	2216	245	186	3	130		2	8			
Xích Lân Giáng Ma Hộ Uyển	0	8	1	\spr\item\equip\bangle\obj-bangle21.spr	34	1	2	Bộ trang bị Thiếu Lâm côn pháp cấp Xích Lân(4)	1	99999	10	0	30	135	135	31	80	80																36	120	39	0									1878	1796	1897	1939	2256	2216	245	186	4	1430	1278	2	8			
Xích Lân Giáng Ma Yêu Đái	0	6	0	\spr\item\equip\sash\obj-sash21.spr	33	2	1	Bộ trang bị Thiếu Lâm côn pháp cấp Xích Lân(5)	3	99999	10	0	30	160	160	31	80	80																36	120	39	0									1878	1836	1896	2139	2256	2216	245	186	5	1628	1278	2	8			
Xích Lân Giáng Ma Cà Sa	0	2	0	\spr\item\equip\armor\obj-ma-cloth22.spr	22	2	3	Bộ trang bị Thiếu Lâm côn pháp cấp Xích Lân(6)	4	99999	10	0	30	720	720	31	90	90																36	120	39	0									1878	1856	1896	2099	2157	2216	245	186	6	1430	2820	2	8			
Xích Lân Giáng Ma Tăng Côn	0	0	2	\spr\item\equip\closeweapon\obj-staff15.spr	11	1	4	Bộ trang bị Thiếu Lâm côn pháp cấp Xích Lân(7)	0	99999	10	0	28	69	69	29	128	128	167	-30	-30	31	99	99										36	120	39	0									1958	1776	2000	1939	2256	2216	245	186	7	1430	130	2	8			
Xích Lân Giáng Ma Tăng Hài	0	5	0	\spr\item\equip\boots\obj-shoes21.spr	26	2	2	Bộ trang bị Thiếu Lâm côn pháp cấp Xích Lân(8)	2	99999	10	0	30	160	160	31	80	80																36	120	39	0									1878	1816	1896	2119	2179	2216	245	186	8	1430	1404	2	8			
Xích Lân Giáng Ma Yêu Trụy	0	9	1	\spr\item\equip\waist\obj-waist25.spr	36	1	2	Bộ trang bị Thiếu Lâm côn pháp cấp Xích Lân(9)	1	99999	10	0																						36	120	39	0									1877	1796	1897	1939	2256	2216	245	186	9	1629	1278	2	8			
Xích Lân Giáng Ma Hạ Giới	0	3	0	\spr\item\equip\ring\obj-ring22.spr	37	1	1	Bộ trang bị Thiếu Lâm côn pháp cấp Xích Lân(10)	3	99999	10	0																						36	120	39	0									1877	1836	1897	2139	2256	2216	245	186	10	130		2	8			
Xích Lân Yết Đế Hạng Liên	0	4	1	\spr\item\equip\nick\obj-neck24.spr	36	2	1	Bộ trang bị Thiếu Lâm đao pháp cấp Xích Lân(1)	4	99999	10	0																						36	120	39	0									1877	1856	1896	2099	1919	2216	246	187	1	1627	1278	2	8			
Xích Lân Yết Đế Tăng Mạo	0	7	0	\spr\item\equip\cap\obj-ma-cap22.spr	28	2	2	Bộ trang bị Thiếu Lâm đao pháp cấp Xích Lân(2)	0	99999	10	0	30	360	360	31	85	85																36	120	39	0									1878	1776	1897	1939	2256	2216	246	187	2	1430	1278	2	8			
Xích Lân Yết Đế Thượng Giới	0	3	0	\spr\item\equip\ring\obj-ring21.spr	37	1	1	Bộ trang bị Thiếu Lâm đao pháp cấp Xích Lân(3)	2	99999	10	0																						36	120	39	0									1877	1816	1896	2119	2256	2216	246	187	3	130		2	8			
Xích Lân Yết Đế Hộ Uyển	0	8	1	\spr\item\equip\bangle\obj-bangle21.spr	34	1	2	Bộ trang bị Thiếu Lâm đao pháp cấp Xích Lân(4)	1	99999	10	0	30	135	135	31	80	80																36	120	39	0									1878	1796	1897	1939	2256	2216	246	187	4	1430	1405	2	8			
Xích Lân Yết Đế Yêu Đái	0	6	0	\spr\item\equip\sash\obj-sash21.spr	33	2	1	Bộ trang bị Thiếu Lâm đao pháp cấp Xích Lân(5)	3	99999	10	0	30	160	160	31	80	80																36	120	39	0									1878	1836	1896	2139	2256	2216	246	187	5	1630	1278	2	8			
Xích Lân Yết Đế Cà Sa	0	2	0	\spr\item\equip\armor\obj-ma-cloth22.spr	22	2	3	Bộ trang bị Thiếu Lâm đao pháp cấp Xích Lân(6)	4	99999	10	0	30	720	720	31	90	90																36	120	39	0									1878	1856	1896	2099	2157	2216	246	187	6	1430	2821	2	8			
Xích Lân Yết Đế Giới Đao	0	0	1	\spr\item\equip\closeweapon\obj-blade25.spr	10	1	4	Bộ trang bị Thiếu Lâm đao pháp cấp Xích Lân(7)	0	99999	10	0	28	40	40	29	114	114	167	-30	-30	31	99	99										36	120	39	0									1958	1776	2000	1939	2256	2216	246	187	7	1430	130	2	8			
Xích Lân Yết Đế Tăng Hài	0	5	1	\spr\item\equip\boots\obj-shoes21.spr	26	2	2	Bộ trang bị Thiếu Lâm đao pháp cấp Xích Lân(8)	2	99999	10	0	30	160	160	31	80	80																36	120	39	0									1878	1816	1896	2119	2179	2216	246	187	8	1430	1278	2	8			
Xích Lân Yết Đế Yêu Trụy	0	9	1	\spr\item\equip\waist\obj-waist25.spr	36	1	2	Bộ trang bị Thiếu Lâm đao pháp cấp Xích Lân(9)	1	99999	10	0																						36	120	39	0									1877	1796	1897	1939	2256	2216	246	187	9	1631	1278	2	8			
Xích Lân Yết Đế Hạ Giới	0	3	0	\spr\item\equip\ring\obj-ring22.spr	37	1	1	Bộ trang bị Thiếu Lâm đao pháp cấp Xích Lân(10)	3	99999	10	0																						36	120	39	0									1877	1836	1897	2139	2256	2216	246	187	10	130		2	8			
Xích Lân Thường Thắng Liên	0	4	1	\spr\item\equip\nick\obj-neck22.spr	36	2	1	Bộ trang bị Thiên Vương chùy pháp cấp Xích Lân(1)	0	99999	10	0																						36	120	39	1									1877	1776	1896	1939	1919	2216	247	188	1	1632	1278	2	8			
Xích Lân Thường Thắng Khôi	0	7	4	\spr\item\equip\cap\obj-ma-cap23.spr	31	2	2	Bộ trang bị Thiên Vương chùy pháp cấp Xích Lân(2)	2	99999	10	0	30	360	360	31	85	85																36	120	39	1									1878	1816	1897	2119	2256	2216	247	188	2	1440	2823	2	8			
Xích Lân Thường Thắng Thượng Giới	0	3	0	\spr\item\equip\ring\obj-ring17.spr	37	1	1	Bộ trang bị Thiên Vương chùy pháp cấp Xích Lân(3)	1	99999	10	0																						36	120	39	1									1877	1796	1896	1939	2256	2216	247	188	3	130		2	8			
Xích Lân Thường Thắng Thúc Uyển	0	8	1	\spr\item\equip\bangle\obj-bangle22.spr	34	1	2	Bộ trang bị Thiên Vương chùy pháp cấp Xích Lân(4)	3	99999	10	0	30	135	135	31	80	80																36	120	39	1									1878	1836	1897	2139	2256	2216	247	188	4	1440	1278	2	8			
Xích Lân Thường Thắng Yêu Đái	0	6	1	\spr\item\equip\sash\obj-sash22.spr	33	2	1	Bộ trang bị Thiên Vương chùy pháp cấp Xích Lân(5)	4	99999	10	0	30	160	160	31	80	80																36	120	39	1									1878	1856	1896	2099	2256	2216	247	188	5	1633	1278	2	8			
Xích Lân Thường Thắng Khải	0	2	4	\spr\item\equip\armor\obj-ma-cloth23.spr	23	2	3	Bộ trang bị Thiên Vương chùy pháp cấp Xích Lân(6)	0	99999	10	0	30	720	720	31	90	90																36	120	39	1									1878	1776	1896	1939	2157	2216	247	188	6	1440	1406	2	8			
Xích Lân Thường Thắng Chùy	0	0	4	\spr\item\equip\closeweapon\obj-adha05.spr	13	2	2	Bộ trang bị Thiên Vương chùy pháp cấp Xích Lân(7)	2	99999	10	0	28	55	55	29	165	165	167	-30	-30	31	99	99										36	120	39	1									2199	1816	2000	2119	2241	2216	247	188	7	1440	130	2	8			
Xích Lân Thường Thắng Ngoa	0	5	1	\spr\item\equip\boots\obj-shoes22.spr	26	2	2	Bộ trang bị Thiên Vương chùy pháp cấp Xích Lân(8)	1	99999	10	0	30	160	160	31	80	80																36	120	39	1									1878	1796	1896	1939	2179	2216	247	188	8	1440	1278	2	8			
Xích Lân Thường Thắng Bội	0	9	1	\spr\item\equip\waist\obj-waist22.spr	36	1	2	Bộ trang bị Thiên Vương chùy pháp cấp Xích Lân(9)	3	99999	10	0																						36	120	39	1									1877	1836	1897	2139	2256	2216	247	188	9	1634	1278	2	8			
Xích Lân Thường Thắng Hạ Giới	0	3	0	\spr\item\equip\ring\obj-ring18.spr	37	1	1	Bộ trang bị Thiên Vương chùy pháp cấp Xích Lân(10)	4	99999	10	0																						36	120	39	1									1877	1856	1897	2099	2256	2216	247	188	10	130		2	8			
Xích Lân Vô Địch Hạng Liên	0	4	1	\spr\item\equip\nick\obj-neck22.spr	36	2	1	Bộ trang bị Thiên Vương thương pháp cấp Xích Lân(1)	0	99999	10	0																						36	120	39	1									1877	1776	1896	1939	1919	2216	248	189	1	1636	1278	2	8			
Xích Lân Vô Địch Khôi	0	7	4	\spr\item\equip\cap\obj-ma-cap23.spr	31	2	2	Bộ trang bị Thiên Vương thương pháp cấp Xích Lân(2)	2	99999	10	0	30	360	360	31	85	85																36	120	39	1									1878	1816	1897	2119	2256	2216	248	189	2	1440	1278	2	8			
Xích Lân Vô Địch Thượng Giới	0	3	0	\spr\item\equip\ring\obj-ring17.spr	37	1	1	Bộ trang bị Thiên Vương thương pháp cấp Xích Lân(3)	1	99999	10	0																						36	120	39	1									1877	1796	1896	1939	2256	2216	248	189	3	130		2	8			
Xích Lân Vô Địch Thúc Uyển	0	8	1	\spr\item\equip\bangle\obj-bangle22.spr	34	1	2	Bộ trang bị Thiên Vương thương pháp cấp Xích Lân(4)	3	99999	10	0	30	135	135	31	80	80																36	120	39	1									1878	1836	1897	2139	2256	2216	248	189	4	1440	1278	2	8			
Xích Lân Vô Địch Yêu Đái	0	6	1	\spr\item\equip\sash\obj-sash22.spr	33	2	1	Bộ trang bị Thiên Vương thương pháp cấp Xích Lân(5)	4	99999	10	0	30	160	160	31	80	80																36	120	39	1									1878	1856	1896	2099	2256	2216	248	189	5	1637	1278	2	8			
Xích Lân Vô Địch Khải	0	2	4	\spr\item\equip\armor\obj-ma-cloth23.spr	23	2	3	Bộ trang bị Thiên Vương thương pháp cấp Xích Lân(6)	0	99999	10	0	30	720	720	31	90	90																36	120	39	1									1878	1776	1896	1939	2157	2216	248	189	6	1440	2824	2	8			
Xích Lân Vô Địch Thương	0	0	3	\spr\item\equip\closeweapon\obj-spear05.spr	12	1	4	Bộ trang bị Thiên Vương thương pháp cấp Xích Lân(7)	2	99999	10	0	28	18	18	29	158	158	167	-30	-30	31	99	99										36	120	39	1									2199	1816	2000	2119	2241	2216	248	189	7	1440	130	2	8			
Xích Lân Vô Địch Ngoa	0	5	0	\spr\item\equip\boots\obj-shoes22.spr	26	2	2	Bộ trang bị Thiên Vương thương pháp cấp Xích Lân(8)	1	99999	10	0	30	160	160	31	80	80																36	120	39	1									1878	1796	1896	1939	2179	2216	248	189	8	1440	1407	2	8			
Xích Lân Vô Địch Yêu Trụy	0	9	1	\spr\item\equip\waist\obj-waist22.spr	36	1	2	Bộ trang bị Thiên Vương thương pháp cấp Xích Lân(9)	3	99999	10	0																						36	120	39	1									1877	1836	1897	2139	2256	2216	248	189	9	1638	1278	2	8			
Xích Lân Vô Địch Hạ Giới	0	3	0	\spr\item\equip\ring\obj-ring18.spr	37	1	1	Bộ trang bị Thiên Vương thương pháp cấp Xích Lân(10)	4	99999	10	0																						36	120	39	1									1877	1856	1897	2099	2256	2216	248	189	10	130		2	8			
Xích Lân Lôi Đình Hạng Liên	0	4	1	\spr\item\equip\nick\obj-neck22.spr	36	2	1	Bộ trang bị Thiên Vương đao pháp cấp Xích Lân(1)	0	99999	10	0																						36	120	39	1									1877	1776	1896	1939	1919	2216	249	190	1	1640	1278	2	8			
Xích Lân Lôi Đình Khôi	0	7	4	\spr\item\equip\cap\obj-ma-cap23.spr	31	2	2	Bộ trang bị Thiên Vương đao pháp cấp Xích Lân(2)	2	99999	10	0	30	360	360	31	85	85																36	120	39	1									1878	1816	1897	2119	2256	2216	249	190	2	1440	1408	2	8			
Xích Lân Lôi Đình Thượng Giới	0	3	0	\spr\item\equip\ring\obj-ring17.spr	37	1	1	Bộ trang bị Thiên Vương đao pháp cấp Xích Lân(3)	1	99999	10	0																						36	120	39	1									1877	1796	1896	1939	2256	2216	249	190	3	130		2	8			
Xích Lân Lôi Đình Thúc Uyển	0	8	1	\spr\item\equip\bangle\obj-bangle22.spr	34	1	2	Bộ trang bị Thiên Vương đao pháp cấp Xích Lân(4)	3	99999	10	0	30	135	135	31	80	80																36	120	39	1									1878	1836	1897	2139	2256	2216	249	190	4	1440	1278	2	8			
Xích Lân Lôi Đình Yêu Đái	0	6	1	\spr\item\equip\sash\obj-sash22.spr	33	2	1	Bộ trang bị Thiên Vương đao pháp cấp Xích Lân(5)	4	99999	10	0	30	160	160	31	80	80																36	120	39	1									1878	1856	1896	2099	2256	2216	249	190	5	1641	1278	2	8			
Xích Lân Lôi Đình Khải	0	2	4	\spr\item\equip\armor\obj-ma-cloth23.spr	23	2	3	Bộ trang bị Thiên Vương đao pháp cấp Xích Lân(6)	0	99999	10	0	30	720	720	31	90	90																36	120	39	1									1878	1776	1896	1939	2157	2216	249	190	6	1440	2822	2	8			
Xích Lân Lôi Đình Bảo Đao	0	0	1	\spr\item\equip\closeweapon\obj-blade25.spr	10	1	4	Bộ trang bị Thiên Vương đao pháp cấp Xích Lân(7)	2	99999	10	0	28	40	40	29	114	114	167	-30	-30	31	99	99										36	120	39	1									2199	1816	2000	2119	2241	2216	249	190	7	1440	130	2	8			
Xích Lân Lôi Đình Ngoa	0	5	0	\spr\item\equip\boots\obj-shoes22.spr	26	2	2	Bộ trang bị Thiên Vương đao pháp cấp Xích Lân(8)	1	99999	10	0	30	160	160	31	80	80																36	120	39	1									1878	1796	1896	1939	2179	2216	249	190	8	1440	1278	2	8			
Xích Lân Lôi Đình Yêu Trụy	0	9	1	\spr\item\equip\waist\obj-waist22.spr	36	1	2	Bộ trang bị Thiên Vương đao pháp cấp Xích Lân(9)	3	99999	10	0																						36	120	39	1									1877	1836	1897	2139	2256	2216	249	190	9	1642	1278	2	8			
Xích Lân Lôi Đình Hạ Giới	0	3	0	\spr\item\equip\ring\obj-ring18.spr	37	1	1	Bộ trang bị Thiên Vương đao pháp cấp Xích Lân(10)	4	99999	10	0																						36	120	39	1									1877	1856	1897	2099	2256	2216	249	190	10	130		2	8			
Xích Lân Tuyết ảnh Châu Liên	0	4	0	\spr\item\equip\nick\obj-neck26.spr	36	2	1	Bộ trang bị Nga Mi kiếm pháp cấp Xích Lân(1)	4	99999	10	0																						36	120	39	4									1877	1856	1896	2099	1919	2216	250	191	1	1644	1278	2	8			
Xích Lân Tuyết ảnh Phát Đái	0	7	10	\spr\item\equip\cap\obj-fm-cap22.spr	28	2	2	Bộ trang bị Nga Mi kiếm pháp cấp Xích Lân(2)	0	99999	10	0	30	360	360	31	85	85																36	120	39	4									1878	1776	1897	1939	2256	2216	250	191	2	1430	1278	2	8			
Xích Lân Tuyết ảnh Thượng Giới	0	3	0	\spr\item\equip\ring\obj-ring25.spr	37	1	1	Bộ trang bị Nga Mi kiếm pháp cấp Xích Lân(3)	2	99999	10	0																						36	120	39	4									1877	1816	1896	2119	2256	2216	250	191	3	130		2	8			
Xích Lân Tuyết ảnh Hộ Uyển	0	8	0	\spr\item\equip\bangle\obj-bangle23.spr	35	1	2	Bộ trang bị Nga Mi kiếm pháp cấp Xích Lân(4)	1	99999	10	0	30	135	135	31	80	80																36	120	39	4									1878	1796	1897	1939	2256	2216	250	191	4	1430	1409	2	8			
Xích Lân Tuyết ảnh Thúc Yêu	0	6	0	\spr\item\equip\sash\obj-sash23.spr	33	2	1	Bộ trang bị Nga Mi kiếm pháp cấp Xích Lân(5)	3	99999	10	0	30	160	160	31	80	80																36	120	39	4									1878	1836	1896	2139	2256	2216	250	191	5	1645	1278	2	8			
Xích Lân Tuyết ảnh Sa Y	0	2	10	\spr\item\equip\armor\obj-fm-cloth23.spr	24	2	3	Bộ trang bị Nga Mi kiếm pháp cấp Xích Lân(6)	4	99999	10	0	30	720	720	31	90	90																36	120	39	4									1878	1856	1896	2099	2157	2216	250	191	6	1430	2825	2	8			
Xích Lân Tuyết ảnh Trường Kiếm	0	0	0	\spr\item\equip\closeweapon\obj-sword25.spr	9	1	3	Bộ trang bị Nga Mi kiếm pháp cấp Xích Lân(7)	0	99999	10	0	28	46	46	29	86	86	167	-30	-30	31	99	99										36	120	39	4									1958	1776	2000	1939	2256	2216	250	191	7	1430	130	2	8			
Xích Lân Tuyết ảnh Ngoa	0	5	3	\spr\item\equip\boots\obj-shoes23.spr	27	2	2	Bộ trang bị Nga Mi kiếm pháp cấp Xích Lân(8)	2	99999	10	0	30	160	160	31	80	80																36	120	39	4									1878	1816	1896	2119	2179	2216	250	191	8	1430	1278	2	8			
Xích Lân Tuyết ảnh Hương Nang	0	9	0	\spr\item\equip\waist\obj-waist27.spr	36	1	2	Bộ trang bị Nga Mi kiếm pháp cấp Xích Lân(9)	1	99999	10	0																						36	120	39	4									1877	1796	1897	1939	2256	2216	250	191	9	1646	1278	2	8			
Xích Lân Tuyết ảnh Hạ Giới	0	3	0	\spr\item\equip\ring\obj-ring26.spr	37	1	1	Bộ trang bị Nga Mi kiếm pháp cấp Xích Lân(10)	3	99999	10	0																						36	120	39	4									1877	1836	1897	2139	2256	2216	250	191	10	130		2	8			
Xích Lân Vân Anh Châu Liên	0	4	0	\spr\item\equip\nick\obj-neck26.spr	36	2	1	Bộ trang bị Nga Mi chưởng pháp cấp Xích Lân(1)	4	99999	10	0																						36	120	39	4									1877	1856	1896	2099	1919	2216	251	192	1	1648	1278	2	8			
Xích Lân Vân Anh Phát Đái	0	7	10	\spr\item\equip\cap\obj-fm-cap22.spr	28	2	2	Bộ trang bị Nga Mi chưởng pháp cấp Xích Lân(2)	0	99999	10	0	30	360	360	31	85	85																36	120	39	4									1878	1776	1897	1939	2256	2216	251	192	2	1430	1278	2	8			
Xích Lân Vân Anh Thượng Giới	0	3	0	\spr\item\equip\ring\obj-ring25.spr	37	1	1	Bộ trang bị Nga Mi chưởng pháp cấp Xích Lân(3)	2	99999	10	0																						36	120	39	4									1877	1816	1896	2119	2256	2216	251	192	3	130		2	8			
Xích Lân Vân Anh Hộ Uyển	0	8	0	\spr\item\equip\bangle\obj-bangle23.spr	35	1	2	Bộ trang bị Nga Mi chưởng pháp cấp Xích Lân(4)	1	99999	10	0	30	135	135	31	80	80																36	120	39	4									1878	1796	1897	1939	2256	2216	251	192	4	1430	1278	2	8			
Xích Lân Vân Anh Thúc Yêu	0	6	1	\spr\item\equip\sash\obj-sash23.spr	33	2	1	Bộ trang bị Nga Mi chưởng pháp cấp Xích Lân(5)	3	99999	10	0	30	160	160	31	80	80																36	120	39	4									1878	1836	1896	2139	2256	2216	251	192	5	1649	1278	2	8			
Xích Lân Vân Anh Sam	0	2	10	\spr\item\equip\armor\obj-fm-cloth23.spr	24	2	3	Bộ trang bị Nga Mi chưởng pháp cấp Xích Lân(6)	4	99999	10	0	30	720	720	31	90	90																36	120	39	4									1878	1856	1896	2099	2157	2216	251	192	6	1430	2826	2	8			
Xích Lân Vân Anh Triền Thủ	0	0	6	\spr\item\equip\closeweapon\obj-glove02.spr	9	1	2	Bộ trang bị Nga Mi chưởng pháp cấp Xích Lân(7)	0	99999	10	0	28	60	60	29	100	100	167	-30	-30	31	99	99										36	120	39	4									1978	1776	2039	1939	2258	2216	251	192	7	1430	130	2	8			
Xích Lân Vân Anh Ngoa	0	5	3	\spr\item\equip\boots\obj-shoes23.spr	27	2	2	Bộ trang bị Nga Mi chưởng pháp cấp Xích Lân(8)	2	99999	10	0	30	160	160	31	80	80																36	120	39	4									1878	1816	1896	2119	2179	2216	251	192	8	1430	1410	2	8			
Xích Lân Vân Anh Hương Nang	0	9	0	\spr\item\equip\waist\obj-waist27.spr	36	1	2	Bộ trang bị Nga Mi chưởng pháp cấp Xích Lân(9)	1	99999	10	0																						36	120	39	4									1877	1796	1897	1939	2256	2216	251	192	9	1650	1278	2	8			
Xích Lân Vân Anh Hạ Giới	0	3	0	\spr\item\equip\ring\obj-ring26.spr	37	1	1	Bộ trang bị Nga Mi chưởng pháp cấp Xích Lân(10)	3	99999	10	0																						36	120	39	4									1877	1836	1897	2139	2256	2216	251	192	10	130		2	8			
Xích Lân Minh Nguyệt Châu Liên	0	4	0	\spr\item\equip\nick\obj-neck26.spr	36	2	1	Bộ trang bị Thúy Yên đao pháp cấp Xích Lân(1)	4	99999	10	0																						36	120	39	5									1877	1776	1896	1939	1919	2216	252	193	1	1652	1278	2	8			
Xích Lân Minh Nguyệt Trâm	0	7	9	\spr\item\equip\cap\obj-fm-cap22.spr	28	2	2	Bộ trang bị Thúy Yên đao pháp cấp Xích Lân(2)	0	99999	10	0	30	360	360	31	85	85																36	120	39	5									1878	1816	1897	2119	2256	2216	252	193	2	1430	1278	2	8			
Xích Lân Minh Nguyệt Thượng Giới	0	3	0	\spr\item\equip\ring\obj-ring25.spr	37	1	1	Bộ trang bị Thúy Yên đao pháp cấp Xích Lân(3)	2	99999	10	0																						36	120	39	5									1877	1796	1896	1939	2256	2216	252	193	3	130		2	8			
Xích Lân Minh Nguyệt Tụ	0	8	0	\spr\item\equip\bangle\obj-bangle23.spr	35	1	2	Bộ trang bị Thúy Yên đao pháp cấp Xích Lân(4)	1	99999	10	0	30	135	135	31	80	80																36	120	39	5									1878	1836	1897	2139	2256	2216	252	193	4	1430	1411	2	8			
Xích Lân Minh Nguyệt Ti Đái	0	6	0	\spr\item\equip\sash\obj-sash23.spr	32	2	1	Bộ trang bị Thúy Yên đao pháp cấp Xích Lân(5)	3	99999	10	0	30	160	160	31	80	80																36	120	39	5									1878	1856	1896	2099	2256	2216	252	193	5	1653	1278	2	8			
Xích Lân Minh Nguyệt Sam	0	2	9	\spr\item\equip\armor\obj-fm-cloth23.spr	24	2	3	Bộ trang bị Thúy Yên đao pháp cấp Xích Lân(6)	4	99999	10	0	30	720	720	31	90	90																36	120	39	5									1878	1776	1896	1939	2156	2216	252	193	6	1430	2827	2	8			
Xích Lân Minh Nguyệt Đao	0	0	1	\spr\item\equip\closeweapon\obj-blade25.spr	10	1	4	Bộ trang bị Thúy Yên đao pháp cấp Xích Lân(7)	0	99999	10	0	28	40	40	29	114	114	167	-30	-30	31	99	99										36	120	39	5									1958	1816	2000	2119	2256	2216	252	193	7	1430	130	2	8			
Xích Lân Minh Nguyệt Ngoa	0	5	3	\spr\item\equip\boots\obj-shoes23.spr	27	2	2	Bộ trang bị Thúy Yên đao pháp cấp Xích Lân(8)	2	99999	10	0	30	160	160	31	80	80																36	120	39	5									1878	1796	1896	1939	2179	2216	252	193	8	1430	1278	2	8			
Xích Lân Minh Nguyệt Hương Nang	0	9	0	\spr\item\equip\waist\obj-waist27.spr	36	1	2	Bộ trang bị Thúy Yên đao pháp cấp Xích Lân(9)	1	99999	10	0																						36	120	39	5									1877	1836	1897	2139	2256	2216	252	193	9	1654	1278	2	8			
Xích Lân Minh Nguyệt Hạ Giới	0	3	0	\spr\item\equip\ring\obj-ring26.spr	37	1	1	Bộ trang bị Thúy Yên đao pháp cấp Xích Lân(10)	3	99999	10	0																						36	120	39	5									1877	1856	1897	2099	2256	2216	252	193	10	130		2	8			
Xích Lân Phù Dung Châu Liên	0	4	0	\spr\item\equip\nick\obj-neck26.spr	36	2	1	Bộ trang bị Thúy Yên song đao cấp Xích Lân(1)	0	99999	10	0																						36	120	39	5									1877	1776	1896	1939	1919	2216	253	194	1	1656	1278	2	8			
Xích Lân Phù Dung Trâm	0	7	9	\spr\item\equip\cap\obj-fm-cap22.spr	28	2	2	Bộ trang bị Thúy Yên song đao cấp Xích Lân(2)	2	99999	10	0	30	360	360	31	85	85																36	120	39	5									1878	1816	1897	2119	2256	2216	253	194	2	1430	1278	2	8			
Xích Lân Phù Dung Thượng Giới	0	3	0	\spr\item\equip\ring\obj-ring25.spr	37	1	1	Bộ trang bị Thúy Yên song đao cấp Xích Lân(3)	1	99999	10	0																						36	120	39	5									1877	1796	1896	1939	2256	2216	253	194	3	130		2	8			
Xích Lân Phù Dung Tụ	0	8	0	\spr\item\equip\bangle\obj-bangle23.spr	35	1	2	Bộ trang bị Thúy Yên song đao cấp Xích Lân(4)	3	99999	10	0	30	135	135	31	80	80																36	120	39	5									1878	1836	1897	2139	2256	2216	253	194	4	1657	1278	2	8			
Xích Lân Phù Dung Yêu Đái	0	6	0	\spr\item\equip\sash\obj-sash23.spr	33	2	1	Bộ trang bị Thúy Yên song đao cấp Xích Lân(5)	4	99999	10	0	30	160	160	31	80	80																36	120	39	5									1878	1856	1896	2099	2256	2216	253	194	5	1430	1412	2	8			
Xích Lân Phù Dung Sam	0	2	9	\spr\item\equip\armor\obj-fm-cloth23.spr	24	2	3	Bộ trang bị Thúy Yên song đao cấp Xích Lân(6)	0	99999	10	0	30	720	720	31	90	90																36	120	39	5									1878	1776	1896	1939	2156	2216	253	194	6	1430	2828	2	8			
